epoch,image_loss,noise_loss,val_image_loss,val_noise_loss,val_velocity_loss,velocity_loss
0,0.7459678053855896,0.3057667016983032,0.7801001071929932,0.6972618699073792,1.4067829847335815,0.5123896598815918
1,0.7346835136413574,0.22825103998184204,0.7605289220809937,0.45239606499671936,0.8320615291595459,0.34889450669288635
2,0.7328413724899292,0.2206897884607315,0.7432356476783752,0.2928355038166046,0.5002886056900024,0.3356274664402008
3,0.7323931455612183,0.2158803641796112,0.7346120476722717,0.23206952214241028,0.36864203214645386,0.33003801107406616
4,0.7315336465835571,0.21471431851387024,0.73095703125,0.21547141671180725,0.3305557668209076,0.3255528211593628
